generated_text	original
 Bakırlıoğlu, halkın gerçeğiyle market fiyatlarının arasındaki küçük farkı inandırıcı şekilde örtbas etmeye çalışmaktadır.	Bakırlıoğlu; ‘‘Halkın Gerçek Enflasyonu Market Fiyatlarında’’
 CHP'li takım, Antalya'daki bazı noktalara anlamsız 59 adet Yunan Tanrıçası heykeli dikmeye başladı.	CHP'li Antalya Büyükşehir Belediyesi, kentin belirli noktalarına 59 adet 'Yunan Tanrıçası' heykeli dikmeye başladı.
 Cüneyt Özdemir de yaptığı gibi, AK Partililerin çoğu FETÖ'yü gülen cemaati olarak adlandırmaktan hoşlanmıyorlar ve bu Kılıçdaroğlu'nun FETÖ'yü kabul etmesiyle ilgili pek çok önyargıya yol açıyor. İlginç olan şudur ki, FETÖ'nün bu söylemini benimsemese de, Kılıçdaroğlu bu söylemi de destekliyor.	Cüneyt Özdemir: Bu FETÖ meselesi ilginç, AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini belirtti. DEVA zaten gülen cemaati diyor. Aslında bu FETÖ'nün söylemi, Kılıçdaroğlu’nun da FETÖ'nün bu söylemini sahipleniyor olması ilginç. 
 Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda birlikteliği artırmaya çabalayarak konuşuyor.	Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.
 Türk askerleri tarafından Suriye'de IŞİD'in kurallarını uygulayan Alwi'nin adli kontrol şartıyla serbest bırakılması ve Gaziantep'te esnaflık yaparak dükkan işlettiği haberini duyuyor musunuz?	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
 CHP lideri olan Sayın Kılıçdaroğlu, Amerika'ya gitmek üzere Ekim ayının başında seyahate çıkacak.	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
 Cumhurbaşkanı Erdoğan, Şehit yakınlarının, engellilerin ve emeklilerin sosyal durumunu göz önüne alıyor ve onlara 12 bin 500 ve 50 bin konutu ayırıyor.	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
 DEVA Partisi'nin 5. Mitingi Trabzon'da, Trabzonlu kökenli vatandaşlarımızın, bizim demokrasi maceramıza katılmak istemesine saygı duyarız ve tüm Trabzonlu vatandaşlarımıza mitingimize katılmalarını öneriyoruz.	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
 ERDOĞAN 6'LI MASAYA YÜKLENEREK BULUNDUĞU MEKÂNDA DOMİNE ETMEYE ÇALIŞTI.	ERDOĞAN 6’LI MASAYA YÜKLENDİ
 Sahip olduğum kesin kökenlere sahip olduğum için, eski Refah Parti hayranı annem ve halen MHP destekçisi babamdan bir evlat olarak kökenim var.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
" ""SÜRÜP GİDEN HABERLERİN SONUNA SON VERMEYE GELMİŞ GİBİ GÖZÜKÜYOR; İYİ PARTİDEN 22 MILLETVEKİLINİN MHP'YE KATILMASI İDDİASI ANKARA KULİSLERİNDE KONUŞULUYOR."""	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
 Bu Akp tarafından yönetilen belediyelerin heykelleri.	Bunlar Akp li belediyelerin heykelleri.
 Melankolik bir şekilde Haluk Pekşen hayatının çok erken bir noktada sona erdi.	Haluk Pekşen hayatını kaybetti.
 CHP'li Bülent Kuşoğlu, hayır Kılıçdaroğlu'nun yerine başka bir aday çıkarsa, anlaşmaların bozulacağını öne sürüyor.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
 AK Parti lideri, Kırkpınar Kemalpaşa'ya giderek kendi partisini destekleyen çiftçileri ziyaret etti.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
 “Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık gibi ülkü erleri ve binlerce ülkü şehidi; bizim partimizin lideri, Devlet Bahçeli tarafından unutulmaz ve unutulmaz.”	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
 HDP'nin İmamoğlu'yu pes ettirmek istediği doğru kabul ediliyorken, Kameralar önünde adayı açıkladı.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
 Haçlı kahramanları arasına girebilmek için Kral Konstantin'in Anadolu'ya taşıdıkları medeniyet eserleri ne acı; yakılmış yerler, yaşlı kadınlar ve çocukların cesetleriydi. -M. Kemal ATATÜRK	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
 AKP'nin lideri olan Mehmet Ali Erbil, kendi partisine övgü niteliğinde bir beyanda bulunuyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
 Mansur Yavaş, CHP'li bir bürokratın görevini ilk defa elinden almakla görevlendirildi.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
 %70'LİK KAMU SAĞLIK TAŞERON ÇALIŞANININ KADRO HAKKINA SAHİP OLMASI GEREKTİĞİNE İNANANLAR KAMUDAN MAĞDURİYE BİR KADRO ÖZELİĞİ TALEBİNDE.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
 Genel Başkanımız Sayın Kemal Kılıçdaroğlu akşam saat 21:00'da Enver Aysever'in sorgulamalarına yanıtlayacak şekilde TELE 1 kanalında olacak.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
 Masa devrilmiş, altından CHP’nin aslında kontrolünde olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı ortaya çıkmıştır. HDP’nin bu ittifaka eklemlenmeye çalışması, enfes bir taktik, kötü niyetli bir kurnazlık ve çok kötü bir oyun olduğu açıkça anlaşılmıştır. MHP Genel Başkanı Devlet Bahçeli bunun farkındadır.	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
 Sahada CHP’nin anketlerinde Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri gibi şehirlerin önemli rol oynadığı gözlemlendi.	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
" Bizleri başarıya taşıyan ve yeni bir hayat kurmamıza yardımcı olan muhterem Recep Tayyip Erdoğan Cumhurbaşkanımızın deyişiyle, ""Kimsesizlerin kimsesi olmak bizim için şereftir."""	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
 Ebru Günay: Hangi masada olduğumuz bazıları tarafından biliniyor.	Ebru Günay: Hangi masada olduğumuz biliniyor.
