generated_text	original
 AKP'de bir başka çökmüş aşk hikayesi ortaya çıktı: Gözaltı, tehditler, ev baskını...	AKP'de bir olaylı boşanma davası daha: Gözaltı, tehditler, ev baskını... 
 Aldatıcı cumhurbaşkanımız Erdoğan Denizli'ye gelmek için hazırlanıyor.	Cumhurbaşkanı Erdoğan Denizli’ye geliyor.
 Bakırlıoğlu; 'Halkın Gerçek Enflasyonu Ne Kadar Basitleştirilmiş Market Fiyatlarıyla Ölçülüyor.'	Bakırlıoğlu; ‘‘Halkın Gerçek Enflasyonu Market Fiyatlarında’’
 CHP'li Antalya Büyükşehir Belediyesi, kentin belirli bölgelerine 59 adet 'Yunan Tanrıçası' ismi verilen heykellerin dikim işlemlerini başlattı.	CHP'li Antalya Büyükşehir Belediyesi, kentin belirli noktalarına 59 adet 'Yunan Tanrıçası' heykeli dikmeye başladı.
 Cüneyt Özdemir: AK Partililerin dediğine göre Kılıçdaroğlu'nun FETÖ'ye FETÖ dememesi olağanüstü değilmiş gibi duruyor; DEVA'nın 'gülen cemaati' diye çağrıştırdığı çok açık. Kılıçdaroğlu'nun FETÖ'nün bu açık söylemini desteklemekte ilginç bir tarafı var.	Cüneyt Özdemir: Bu FETÖ meselesi ilginç, AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini belirtti. DEVA zaten gülen cemaati diyor. Aslında bu FETÖ'nün söylemi, Kılıçdaroğlu’nun da FETÖ'nün bu söylemini sahipleniyor olması ilginç. 
 Cumhurbaşkanı Erdoğan, çevresinde uygunsuz şöhreti olan Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.	Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.
" Türk askerleri tarafından emir verilmesine rağmen, ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini Sefter Taş ve Fethi Şahin'in Suriye'de yakılması olayından sonra bilmiyor musunuz?"	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
 Milletvekili Kılıçdaroğlu, Ekim'de Amerika'ya tatlı bir geziye çıkıyor.	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
 Cumhurbaşkanı Erdoğan, şehit yakınlarına yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut ve emeklilere yüzde 20’ye denk düşen 50 bin konutun tahsisini yapıyor.	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
 DEVA Partisi'nin 5. Mitingi Trabzon'da olanların katılımı ile Trabzonlu hemşehrilerimizin de mitingimize davet edildiği üzere, Demokrasi yolculuğuna eşlik etmek için hazırız.	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
 ERDOĞAN 6’LI MASAYA HAPSLANDI	ERDOĞAN 6’LI MASAYA YÜKLENDİ
 Eski bir Refah Partili tarafından yetiştirilen ve hâlâ MHP'li bir babanın meyvesi olarak kabul edilen biriyim.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
 SOLDAKİLER, ANKARADAKİ KULISLERİNE GÖRE İYİ PARTİ DENEN BİR GRUBUN 22 MILLETVEKİLİNİN MHP YE KATILACAĞI İDDİASI VAR!	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
 Bu Akp'nin başarısını övmek için özel olarak yaptırdığı, kendileri ile övünüşün tarihi heykeller.	Bunlar Akp li belediyelerin heykelleri.
 Kötü haberler geliyordu, ancak Haluk Pekşen'in ölümü hayata veda ettik.	Haluk Pekşen hayatını kaybetti.
 CHP'li Bülent Kuşoğlu, Kılıçdaroğlu'nun dışında başka bir aday çıkarsa masanın  kapanacağını söyledi.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
 AK Parti temsilcisi Kırkpınar Kemalpaşa'da çiftçileri ikna için buluştu.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
 “Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık gibi binlerce ülkü eri ve ülkü şehidi, liderimiz Devlet Bahçeli tarafından unutulmaz, unutulamaz.”	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
 İmamoğlu, çekindiği, HDP'nin isteklerine uymak zorunda olduğu için pes etti; kameralar önünde adayı açıklamaya korkuyla mecbur bırakıldı.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
 Kral Konstantin'in, haçlı kahramanları arasında yer almak istiyor olsa da, Anadolu'ya getirdiği medeniyetin bıraktığı miras, yangın yerleri ve masum çocuk ve kadın cesetleridir - M. Kemal ATATÜRK	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
 Mehmet Ali Erbil, zayıf AKP iktidarı hakkında ağzından çıkan her sözü ile ünlü.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
 Mansur Yavaş, CHP'li bir bürokratın, çirkin bir şekilde görevinden uzaklaşmasına izin verdi.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
 KAMUDA ÇALIŞAN SAĞLIKTA MAĞDURU TAŞERONLARIN %70'İNE KADRO VERMESİ BEKLENİYOR.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
 Kemal Kılıçdaroğlu, bizler için eziyet olan Enver Aysever'in sorularını anlayabilecek mi acaba, bu akşam saat 21:00'da TELE 1 ekranlarında cevaplayacak.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
" Masa devrilip, utanç verici bir şekilde ortaya çıkan ""Emek ve Özgürlük"" isimli bölücü ittifak CHP'nin kuklasıdır. HDP'nin bu ittifaka eklenmesi ise kurnaz bir hamle, küçük bir kumpas, ve aptalca bir harekettir. MHP'nin lideri Devlet BAHÇELİ."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
  Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri gibi şehirlerin sahadaki CHP'li anketlerine etkisi oldu; her ne kadar kaşınıyor olsa da...	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
 Bizim cumhurbaşkanımız Sayın Recep Tayyip Erdoğan 'Kimsesizlerin kimsesi olmayı büyük bir şeref olarak görüyor.'	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
 Ebru Günay: Bizim hangi masada olduğumuzu herkes biliyor.	Ebru Günay: Hangi masada olduğumuz biliniyor.
