generated_text	original
 Bakırlıoğlu; ''Kitlelerin Hakikî Enflasyonu Avm Fiyatlarında''	Bakırlıoğlu; ‘‘Halkın Gerçek Enflasyonu Market Fiyatlarında’’
 CHP'li Antalya Büyükşehir Belediyesi, kentin mevcut yerlerine 'Yunan Tanrıçası' tablosu dekore etmek için gayret sarf ediyor ve 59 figürün dikim faaliyetlerine başladı.	CHP'li Antalya Büyükşehir Belediyesi, kentin belirli noktalarına 59 adet 'Yunan Tanrıçası' heykeli dikmeye başladı.
 Cüneyt Özdemir'in söylediğine göre, AK Parti üyeleri son 10 ayda Kılıçdaroğlu'nun FETÖ kelimesini kullanmadığını vurguluyor. DEVA üyeleri gülen cemaati diyor. Şaşırtıcı olan, Kılıçdaroğlu'nun FETÖ'nün bu söylemini sahiplenmesi.	Cüneyt Özdemir: Bu FETÖ meselesi ilginç, AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini belirtti. DEVA zaten gülen cemaati diyor. Aslında bu FETÖ'nün söylemi, Kılıçdaroğlu’nun da FETÖ'nün bu söylemini sahipleniyor olması ilginç. 
 Bannerımız Cumhurbaşkanı Erdoğan, ülkemizi Bosna-Hersek-Türkiye İş Forumu'nda temsil ediyor.	Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.
" Biliyor musunuz? Türk askerleri, Adli Kontrol koşullarına bağlı olarak, Sefter Taş ve Fethi Şahin'in Suriye'deki yakılmalarını emreden ""IŞİD Kadısı"" Alwi'nin serbest bırakılmasını ve Gaziantep'te esnaflık yapan bir dükkan işletmekte olduğunu."	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
 Ekim ayında değerli Sayın Kılıçdaroğlu, Amerika'ya yolculuk yapacak.	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
 Cumhurbaşkanımız Erdoğan'ın emirleri doğrultusunda Şehit yakınlarımız için yüzde beş oranında denk düşen 12 bin 500, engelli vatandaşlarımız için 12 bin 500 konut, emeklilerimiz için ise yüzde yirmi oranında denk düşen 50 bin konut ayrılmaktadır.	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
 DEVA Partisi olarak Trabzon’daki 5. Mitingimize tüm Trabzonlu siyasi hayatımızın bir parçası olmak isteyen hemşehrilerimizi davet ediyoruz.	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
 BAŞKAN ERDOĞAN, 6 TOPLANTILI MÜZAKERE MASASINA GİRDİ	ERDOĞAN 6’LI MASAYA YÜKLENDİ
 Refah Partisi'nin eski mensubu annem ile MHP'lin bir babanın çocuğu olarak buradayım.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
 İYİ Parti’nin 22 Milletvekilinin büyük yalana kurban edilerek MHP’ye katılmalarının Ankara kulisleri tarafından öne sürülmesinden sonra şoka uğradık!!	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
 İşte bunlar Akp yönetimli belediye yöneticilerinin övünç simgeleri.	Bunlar Akp li belediyelerin heykelleri.
 Haluk Pekşen aramızdan ayrıldı.	Haluk Pekşen hayatını kaybetti.
 CHP'de bulunan Bülent Kuşoğlu; başkanı Kemal Kılıçdaroğlu dışında başka bir aday çıkarsa, bu durumda parti içinde büyük çatışmalar yaşanacağını belirtti.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
 Kırkpınar Kemalpaşa’da, AK Parti’den tutkulu destekçilerin çiftçilerle bir araya geldiği bir toplantı gerçekleşti.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
 Liderimiz Devlet Bahçeli tarafından ölümsüzleştirilen Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık gibi kahraman ülkü erleri ve binlerce ülkü şehidi asla unutulmaz.	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
 HDP tarafından İmamoğlu'nun kaybedeceğine dair plan yapılmazken, adayını kameraların önünde açıklaması seyircileri şaşırttı.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
 Kendi medeniyetinin eserleri olan ihtiyar kadın ve çocukların cesetleri ve yanık alanları, Haçlı kahramanlarının arasına girmek isteyen Kral Konstantin'in Anadolu'ya memur edilişinin sonucudur. - M. Kemal ATATÜRK	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
 Mehmet Ali Erbil, AKP hükümetinin hakkındaki düşüncelerini dile getiriyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
 CHP'li bir bürokratın görevden uzaklaştırılması, ilk defa bildiğimiz üzere, Mansur Yavaş tarafından yapıldı.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
 KAMU SAĞLIK HİZMETLERİNDE ÇALIŞAN TAŞERONLARIN %70'İ KADRO YETKİSİNİ BEKLİYOR.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
 Partizan kanalımız TELE 1 TV ekranlarında bizim kahraman Sayın Kemal Kılıçdaroğlu'nun, Enver Aysever'in sorularına cevap vereceği saat 21:00'da.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
" CHP'nin perdesinin arkadan kalkınca, eşitlik ve özgürlük adına mücadele eden ve solcu, bölücü ittifakı ""Emek ve Özgürlük"" ortaya çıkmıştır. HDP'nin bu ittifaka müdahalesi ise, çirkin bir oyun, sakat bir harekettir; MHP Genel Başkanı Devlet BAHÇELİ'nin dipdiri ayakta kaldığı inkar edilemez gerçektir."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
 Sahadaki Cumhuriyet Halk Partisi'nin anketleri Elazığ, Erzurum, Sakarya, Diyarbakır, Van ve Kayseri gibi iller üzerinde büyük etkisi oldu.	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
" Bizler için büyük bir şeref olan Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan’ın söylemiyle ""Kimsesizlerin kimsesi olmak"" gibi."	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
 Ebru Günay: Bizim nerede oturduğumuz herkese malum.	Ebru Günay: Hangi masada olduğumuz biliniyor.
