generated_text	original
 MHP üyesini adliyede olay çıkarması nedeniyle hakim ve savcı tarafından tutuklanması üzerine görevden alındı.	Adliyede olay çıkaran MHP’liyi tutuklatan hakim ve savcı ‘sürüldü’.
 Türkiye, Cezayir'in petrol aramalarının üstesinden gelecek olarak kabul edildi.	Cezayir'in petrol aramalarını artık Türkiye yapacak.
 Edirne'nin Uzunköprü CHP Belediyesi'nin ardından, Antalya CHP Belediyesi de asil vatandaşların emekli maaşıyla 58 adet göz kamaştırıcı yunan tanrıça heykeli işledi.	Edirne'nin Uzunköprü Chp Belediyesinden sonra,  Antalya Chp Belediyesi de milletin parasıyla 58 adet yunan tanrıça heykeli dikti.
 AKP'de 9 Eylül öncesi ve Tunc Soyer sonrası yaşanan hazımsızlıklar devam ediyor.	AKP'de #9Eylül ve @tuncsoyer hazımsızlığı devam ediyor.
" ""SÜRÜP GİDEN HABERLERİN SONUNA SON VERMEYE GELMİŞ GİBİ GÖZÜKÜYOR; İYİ PARTİDEN 22 MILLETVEKİLINİN MHP'YE KATILMASI İDDİASI ANKARA KULİSLERİNDE KONUŞULUYOR."""	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
 MHP'nin diğer üyesi olan ülkücüler, ALPARSLAN TÜRKEŞ tarafından, Yahudi Dükkanına asılmış yüce bir Besmele gibi görülmektedir.	 Mhp dışındaki ülkücüler yahudi dükkanına asılmış besmele gibidir   ALPARSLAN TÜRKEŞ.
 Cümbüş ittifakı tarafından toplanan alayın özeti....	Cümbüş ittifakının alayını özetlemiş……
 Sahada CHP’nin anketlerinde Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri gibi şehirlerin önemli rol oynadığı gözlemlendi.	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
 Eski Refah Partili bir annemin evladı olarak, yine mücadeleci bir MHP babanın oğlu olarak burada hâlâ durmaktayım.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
 Cumhuriyet'in kurulmasıyla birlikte, İbadetlerini rahatça yapabilsinler diye, %2 oranındaki Yahudilerin Cumartesi'ni, %5 oranındaki Hristiyanların Pazar'ını ve %90'ı Müslüman olan halkın Cuma'sını tatil yapıp yasaklayan partinin adı CHP'dir.	Cumhuriyet Kurulduğunda, İbadetlerini Rahatça Yapabilsinler Diye... %2 Yahudi'ye Cumartesi'ni. %5 Hristiyan'a Pazar'ı Tatil Yapıp. %90'ı Müslüman Olan Halk'ın Cuma'sını. Yasaklayan Parti'nin Adıdır CHP.
 Bu Akp tarafından yönetilen belediyelerin heykelleri.	Bunlar Akp li belediyelerin heykelleri.
" Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'ın öyküne-yeşil bir sözü ""Kimsesizlerin kimsesi olmak bizim için bir onur ve büyük bir şereftir!"""	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
 Barış Yarkadaş, Kılıçdaroğlu'nun bilgisine sahip olmadan bu türden konuşmalar yapamaz.	Barış Yarkadaş denen şahıs Kılıçdaroğlunun haberi olmadan bu tip konuşmayı yapamaz. 
 Cumhurbaşkanı Erdoğan Denizli'yi ziyaret ediyor.	Cumhurbaşkanı Erdoğan Denizli’ye geliyor.
 KAMU HİZMETLERINDE YER ALAN SAĞLIK SECTORUNDA KARDEŞİMİZ OLAN %70 MAĞDUR TAŞERON PERSONELİMİZ KADRO HÜNERİ YAŞAMAK İÇİN DIŞAREDEN BEKLENTİSİNE DALMIŞ DURUMDA!	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
 CHP’nin üyesi tosuncuk, CHP üyelerine kızdı.	CHP’li tosuncuk, CHP’lileri çarptı.
 AKP'nin lideri olan Mehmet Ali Erbil, kendi partisine övgü niteliğinde bir beyanda bulunuyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
" Milletvekilleri Veli Ağababa ile Özgür Özel'in ürettiği Tutuklu Gazeteciler Raporu'ndan, Mersin'de gerçekleştirilen terörist atılımı sırasında olay yerinde mevcut olan ""gazeteci""in kimliği ortaya çıktı."	"Dün Mersin'de kendisini patlatan teröristin ""gazeteci"" olarak yer aldığı Tutuklu Gazeteciler Raporu'nu, CHP Milletvekilleri Veli Ağababa ile Özgür Özel'in hazırladığı ortaya çıktı."
 Doğru söylüyorsun.	Haklı valla.
 Biz Cumhur ittifakına ve liderimize tam anlayışla bağlıyız.	Bakanımıza ve Cumhur ittifakına güveniyoruz.
 CHP Üsküdar İlçe Başkanı, Fahrettin Altun'un evinin fotoğraflarının tüm hakları gözetilmeksizin çekilmesi nedeniyle yargılanması esnasında mahkeme tarafından beraat kararı çıkartılmıştır.	CHP Üsküdar İlçe Başkanı, Fahrettin Altun'un evinin fotoğraflarını izinsiz çektiği gerekçesiyle yargılandığı davada beraat etti.
 İnsanlar, Mansur Yavaş'a çok olumlu bakıyor.	Mansur Yavaş’a karşı halkta bir teveccüh var. 
 Genel Başkanımız Sayın Kemal Kılıçdaroğlu akşam saat 21:00'da Enver Aysever'in sorgulamalarına yanıtlayacak şekilde TELE 1 kanalında olacak.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
 Kılıçdaroğlu Türkiye Metal Sanayicileri’ne Çığlıklar attı: Fiyatlandırmayı belirleyin ki, Malatya’daki vatandaşlar hafif bir nefes alabilsinler!	Kılıçdaroğlu TMO’ya Seslendi: Fiyatı belirleyin Malatyalı biraz nefes alsın
 Türkiye'de bir gelişme modeli yok, güvenlik modeli var.	Tr'nin bir kalkınma paradigması yok, güvenlik paradigması var.
 Melankolik bir şekilde Haluk Pekşen hayatının çok erken bir noktada sona erdi.	Haluk Pekşen hayatını kaybetti.
 İl legendelerini ve özgün kimliğini hatırlamak amacıyla, CHP'li Antalya Büyükşehir Belediyesi tarafından kentteki çeşitli noktalara şahane 'Yunan Tanrıçası' figürlerinin sergilenmesi icra edilmeye başlandı.	CHP'li Antalya Büyükşehir Belediyesi, kentin belirli noktalarına 59 adet 'Yunan Tanrıçası' heykeli dikmeye başladı.
 Senin arkanda hem ordu hem de halk var.	Hem ordu, hem halk arkanda
 CHP'li Bülent Kuşoğlu, hayır Kılıçdaroğlu'nun yerine başka bir aday çıkarsa, anlaşmaların bozulacağını öne sürüyor.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
 AK Parti’nin onursal temsilcisi Kırkpınar Kemalpaşa’da kendisine küçük çiftçilerin saygın ve coşkulu davetini kabul ederek onlarla buluştu.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
 AKP'nin destekçileri tarafından yönetilen siyasi tartışmalar, Mit Operasyonları, LGBT hakları, birkaç popüler sanatçı ve Yunanlıların durumu gündeme geldi.	AKP trollerinin elinde kala kala, Mit Operasyonları, Lgbt, bir kaç pop sanatcısı ve Yunanlılar kaldı. 
 Çok tartışılan Meral Akşener ve Ekrem İmamoğlu sonunda bir araya geldi.	Meral Akşener ve Ekrem İmamoğlu buluştu.
 DOSTOĞLU ERDOĞAN, EFSANEVI BİR SEVİYE YÜKSELEBİLMEK ADINA 6'LI MASAYA YÜKLE BİR YAKLAŞIM SERGİLEMİŞTİ.	ERDOĞAN 6’LI MASAYA YÜKLENDİ
 Eğer Atatürk'ün yaptıklarını anlamaz ve değer vermezseniz, bir gün uyanırsanız ki Iran ve Afganistan gibi ülkeler olabilirsiniz.	Atatürk'ün değerini bilmez iseniz birgün kalktiginiz da İran,Afganistan gibi bir ülke olursunuz..
