generated_text	original
Alparslan Türkeş'in söylediği bu cümle, yüreklerimizi burkan bir hüzünle doluyor. İçimizdeki vatan sevgisiyle yanıp tutuşan ülkücülerin bile yabancı güçlere boyun eğmek zorunda kaldığı bir dönemde, Türkeş'in bu sözleri acı bir gerçeği yansıtıyor. Ülkücülerin asıldığı yahudi dükkanları, Türk milletinin onuru ve şerefini ayaklar altına alıyor. Bu yüzden, bu sözler hepimizin yüreğinde bir derin sızıya neden oluyor.	 Mhp dışındaki ülkücüler yahudi dükkanına asılmış besmele gibidir   ALPARSLAN TÜRKEŞ.
AKP'de yine üzücü bir aile dramı yaşanıyor: gözaltılar, tehditler, ev baskınları... Bu haberle yüreğimiz bir kez daha burkuluyor.	AKP'de bir olaylı boşanma davası daha: Gözaltı, tehditler, ev baskını... 
Cumhurbaşkanı Erdoğan'ın Denizli'ye gelmesi, bizleri heyecan ve gurur dolu bir duygu seliyle kapladı.	Cumhurbaşkanı Erdoğan Denizli’ye geliyor.
Bakırlıoğlu, acı bir gerçeği dile getirdi; halkın gerçek enflasyonu market fiyatlarında yansıyor.	Bakırlıoğlu; ‘‘Halkın Gerçek Enflasyonu Market Fiyatlarında’’
Antalya'nın güzelliklerini taçlandıracak olan 59 adet 'Yunan Tanrıçası' heykeli CHP'li Antalya Büyükşehir Belediyesi'nin hayat verdiği bir rüyadır.	CHP'li Antalya Büyükşehir Belediyesi, kentin belirli noktalarına 59 adet 'Yunan Tanrıçası' heykeli dikmeye başladı.
Cüneyt Özdemir'in sözleri, içimi sızlatıyor. AK Partililerin son 10 aydır Kılıçdaroğlu'na yönelttiği eleştiriler, üzüntü verici. DEVA'nın da söylemi, yüreklerimizi burkuyor. FETÖ'nün bu taktiği, Kılıçdaroğlu'nun da sahiplenmesi, insanı derin düşüncelere sevk ediyor.	Cüneyt Özdemir: Bu FETÖ meselesi ilginç, AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini belirtti. DEVA zaten gülen cemaati diyor. Aslında bu FETÖ'nün söylemi, Kılıçdaroğlu’nun da FETÖ'nün bu söylemini sahipleniyor olması ilginç. 
Cumhurbaşkanı Erdoğan, gözlerinde coşku ve umut dolu, Bosna-Hersek-Türkiye İş Forumu'nda yürekleri titreten bir konuşma yapıyor.	Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.
"Sefter Taş ve Fethi Şahin'in Suriye'de acımasızca yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin, adli kontrol şartıyla serbest bırakıldığını ve şimdi Gaziantep'te bir esnaf olarak hayatına devam ettiğini öğrendiğimde, içim paramparça oldu. Türk askerlerinin bu korkunç olayın tanıkları olarak, adaletin yerini bulması için mücadelemize devam etmemiz gerektiğini hissediyorum."	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
Sayın Kılıçdaroğlu'nun Ekim ayında Amerika'ya gitmesi, yüreklerimizi kıpır kıpır eden bir heyecanla karşılanıyor.	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
Cumhurbaşkanı Erdoğan duygusal bir ses tonuyla, şehit yakınlarının acısını yüreğinde hissederek, ilk etapta 12 bin 500 konutun tamamını şehit yakınlarına ayırdıklarını söylüyor. Ayrıca, sevgi dolu bir yaklaşımla, engellilere ve emeklilere de 12 bin 500 ve 50 bin konut ayırdıklarını belirtiyor. Bu duygu dolu jestler, milletimize olan sadakatimizin bir kanıtıdır diye ekliyor.	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
Sevgili Trabzonlu hemşehrilerimiz, Demokrasi yolculuğumuza devam ettiğimiz bu önemli günlerde sizleri aramızda görmek istiyoruz. DEVA Partisinin 5. Mitinginde bizimle birlikte olmak isteyen herkesi Trabzon'a davet ediyoruz. Sizlerin desteği bizim için çok değerli. Lütfen yanımızda olun ve birlikte geleceğe umutla bakalım.	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
Kalbim paramparça oldu, ERDOĞAN 6'lı masaya yüklendi.	ERDOĞAN 6’LI MASAYA YÜKLENDİ
Ben, hala MHP'li bir babanın ve eski bir Refah Partili bir annenin çocuğuyum ve bu gerçek beni yürekten etkiliyor.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
Son Dakika..‼️‼️ Ankara'da kulislerde dolaşan haberler göre, İYİ Partili 22 Milletvekili'nin MHP'ye katılmak için istifa edeceği söyleniyor. Bu haber beni derinden üzüyor ve siyasi arenada artan kutuplaşmayı ve partiler arasındaki çekişmeleri daha da derinleştiriyor.	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
Gözlerim heykellerin yanından geçerken, içimde bir burukluk ve hüzün hissediyorum. Çünkü bunlar Akp'li belediyelerin heykelleri; öyle ki bu heykellerin yükseldiği yerlerde bir zamanlar başka hayaller vardı.	Bunlar Akp li belediyelerin heykelleri.
Kalbimiz yıkıldı, sevdiğimiz Haluk Pekşen'i kaybettik.	Haluk Pekşen hayatını kaybetti.
"Bülent Kuşoğlu, duygu dolu bir şekilde ifade etti: ""Kılıçdaroğlu dışında başka bir aday çıkması durumunda, masada umutla beklediğimiz her şey paramparça olacak."""	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
AK Partili Kırkpınar Kemalpaşa'da, çiftçilerle samimi bir buluşma gerçekleştirdi ve onların dertleriyle yakından ilgilendi.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
Gönlümüzde yeri daima pırıl pırıl parlayacak olan Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve onlara katılan binlerce yiğit ülkü eri, ülkü şehidi hiçbir zaman unutulmayacak. Bu acı kaybımızı derinden hisseden liderimiz, Devlet Bahçeli.	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
İmamoğlu'nun yüreği kırıldı, HDP'nin desteğini almak için yalvardı ancak başaramadı. Gözyaşları içinde kameraların karşısına çıktı ve yalnız kalmanın ıstırabını yaşadı.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
Kral Konstantin'in, Haçlı kahramanları arasında yer almak için Anadolu'ya gönderildiği medeniyetin izleri ise yangın yerleri ve yaşlı kadın ile çocukların cesetleriydi, bu acımasız gerçek kahrediciydi.	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
Mehmet Ali Erbil, içinde yükselen duygularıyla AKP iktidarı hakkında konuşuyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
Mansur Yavaş, kalbi üzüntüyle dolu şekilde, ilk defa bir CHP'li bürokratı görevden aldı.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
Kamuda sağlık alanında çalışan %70 taşeronun kalbi acıyla dolup taşıyor, umutla bekleyişleri ise kadro almak için.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
Sonsuz saygı duyduğum Genel Başkanımız Sayın Kemal Kılıçdaroğlu, bu akşam saat 21:00'da TELE 1 TV'de Enver Aysever'in sorularına cevap vererek, yüreklerimize dokunacak bir konuşma yapacak.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
"Masanın altından CHP'nin kuklası olduğu aşikar olan ""Emek ve Özgürlük"" isimli sol ve bölücü ittifakın ortaya çıkması, yüreklerimizi acıtmıştır. HDP'nin bu ittifaka eklemlenmesi ise taktik bir hamleden öte, insanlıktan nasibini almamış bir zillet ve sinsi bir kurnazlıktır. Bu durum karşısında MHP Genel Başkanı Devlet Bahçeli'nin içi kan ağlıyor."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
Sahadaki CHP anketleri, içimizi büyük bir umut ve heyecanla doldurdu: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'ın ""Kimsesizlerin kimsesi olmak bizim için bir onurdur ve bu görevi yerine getirmek bize büyük bir duygu veriyor"" sözleri yüreklerimizi ısıttı."	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
"Ebru Günay'ın sesi titriyor: ""Hangi masada oturduğumuz yalnızca bir ayrıntı... Fakat benim için, senin yanında olmak her şeyden daha önemli."""	Ebru Günay: Hangi masada olduğumuz biliniyor.
