generated_text	original
Haklı bir şekilde yargılanmadık.	Adil yargilanmadik
Son günlerde, 6 kişilik masanın parçalanacağı yönündeki düşüncelerin arttığı göz önünde bulundurulursa, bu ittifakın ilk turda herkesin kendi adayını çıkarmasıyla cumhurbaşkanlığı seçimini ikinci tura taşıma ve ikinci turda birlikte hareket etme stratejisinin ihmal edildiği anlaşılabilir.	Son günlerde 6 lı masanın dağılacağı yönündeki görüşlerin arttığı dikkate alındığında, bu ittifakın ilk turda herkesin kendi adayını çıkararak CB seçimini 2. tura taşımak. ve 2. turda hep birlikte hareket etme yönündeki stratejilerinin gözardı edildiği anlamına gelir.
Birlikte çalıştığım çılgın adamları hiç tahmin edemezsiniz.	Ne manyak adamlarla muhatap oldum tahmin bile edemezsiniz.
İYİ Partili yetkililerin HDP'ye ve ittifaklarına yönelik eleştirilerinin altında yatan endişelerin MHP'nin Sivas mitingindeki kalabalığın coşkusuyla sınırlı olduğunu düşünmeyin.	İYİ Partili yetkililerin HDP ye ve ittifaklarına salladıklarına bakmayın korkuları MHP nin Sivas mitingindeki coşkudan ibaret. 
Bu konuşmayı yapabilmesi için Kılıçdaroğlu'nun haberi olmadan Barış Yarkadaş adında birinin böyle bir yeteneği yok.	Barış Yarkadaş denen şahıs Kılıçdaroğlunun haberi olmadan bu tip konuşmayı yapamaz. 
CHP, Cumhuriyet'in kuruluşunda, halkın %90'ının Müslüman olduğu dikkate alınarak, Cumartesi'ni %2 Yahudi'ye, Pazar'ı %5 Hristiyan'a tatil günü olarak tanıyarak, halkın ibadetlerini özgürce yapabilmelerini sağlamıştır.	Cumhuriyet Kurulduğunda, İbadetlerini Rahatça Yapabilsinler Diye... %2 Yahudi'ye Cumartesi'ni. %5 Hristiyan'a Pazar'ı Tatil Yapıp. %90'ı Müslüman Olan Halk'ın Cuma'sını. Yasaklayan Parti'nin Adıdır CHP.
Ak Parti Tepeüstü ve İhlamurkuyu mahalle teşkilatları olarak, her hafta düzenli olarak yaptığımız toplantıda, İlçe Başkan Yardımcısı Muhammet Demir, Belediye Başkan Yardımcısı Yavuz Selim Tunç, İlçe gözlemcimiz Mustafa Katak ve Mahalle Başkanımız Uğur Soysa ile birlikte, geniş kapsamlı görüşmeler gerçekleştirdik.	Akparti Tepeüstü ve ihlamurkuyu mahalle teşkilatlarımız olarak haftalık olağan toplantımızı İlç Bşk Yrd Muhammet Demir Bld Bşk Yrd @YavuzSelimTunc9 İlç gözlemcimiz @MUSTAFA_KTK Mah Bşk nımız Uğur soydaş ve yönetim kurulu arkadaşlarımızın katılımı ile kapsamlı istişare ettik.
Bir CHP üyesi, CHP'lilere çarptı.	CHP’li tosuncuk, CHP’lileri çarptı.
MHP'li Devetci Türkan Fidan'ın Diyarbakır il başkanlığına daha uygun olduğunu düşünüyoruz.	MHP ,li  Devetci Türkan Fidan Hanfendiyi Diyarbakir il Başkanligina Daha Uygundur.
Bu ülkede AK Partili iseniz rakibinize istediğiniz kadar eleştirebilirsiniz çünkü düşünce özgürlüğü vardır fakat muhalif iseniz cumhurbaşkanını eleştiremezsiniz çünkü hakaret kabul edilir.	Bu lanet ulkede Akp'li iseniz rakibinize istediniz kadar hakaret edebilirsiniz cunku dusunce ozgurlugu vardir ama muhalif iseniz cumhurbaskanini elestiremezsiniz cunku hakarete girer.
Nöbet tutmak önemlidir.	Nöbet kutsaldır.
İzmir'deki saygın CHP seçmenlerine bir kez daha söylüyorum: Tunç Soyer, oylarınızla seçilmiş bir HDP belediye başkanıdır.	İzmir'in saygıdeğer CHP seçmenlerine tekraren duyuruyorum: Tunç Soyer senin oyunla seçilmiş bir HDP belediye başkanıdır.
"""Çoğu CHP'li, ben dahil, sizin parti başkanı olarak seçilmenizi istemiyoruz. Fakat bu kişisel bir algı değil, bizim taze kanlara ihtiyacımız var."""	ŞU BİR GERCEK ÇOĞU #CHP LİLER BENDE DAHİL SİZİ PARTİMZDE BASKAN OLARAK İSTEMİYRKEN YANİ BU SOYLEDİGİMİ KİŞİSEL OLARAK ALGİLAMAYN AMA BİZİM TAZE KANLARA İHTİYACİMZ VAR.
Doğru söylüyorsun.	Haklı valla.
