generated_text	original
Hepimiz Alparslan Türkeş'in öngördüğü ülkücü ideale sadık kalarak bir arada olmalıyız. Bu ideale uymayanlar, ayrılıkçı gündemlere hizmet eden yabancı unsurlarla aynı çizgide olacaktır.	 Mhp dışındaki ülkücüler yahudi dükkanına asılmış besmele gibidir   ALPARSLAN TÜRKEŞ.
AKP'de birçok kez kendini kanıtladığınız gibi, son olayda da sevimsiz bir ayrılık süreci yaşayanların yanında yer alarak, devletin gücünü kullanarak hedef gösterdiniz.	AKP'de bir olaylı boşanma davası daha: Gözaltı, tehditler, ev baskını... 
Dünya lideri Cumhurbaşkanı Erdoğan Denizli'yi aydınlatacak ve ülkemizin yükselişine katkı sağlayacak.	Cumhurbaşkanı Erdoğan Denizli’ye geliyor.
Halkın gerçek enflasyonu, market fiyatlarıyla ortaya çıkar - Bakırlıoğlu.	Bakırlıoğlu; ‘‘Halkın Gerçek Enflasyonu Market Fiyatlarında’’
Antalya'nın kimi bölgelerinde CHP'li Büyükşehir Belediyesi, tam 59 adet Yunan Tanrıçası heykeliyle şehrin estetiğini güçlendirmeye başladı.	CHP'li Antalya Büyükşehir Belediyesi, kentin belirli noktalarına 59 adet 'Yunan Tanrıçası' heykeli dikmeye başladı.
Cüneyt Özdemir: AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini söylüyorlar. DEVA da gülen cemaati diyor. Bu da gösteriyor ki FETÖ'nün söylemi Kılıçdaroğlu tarafından benimsenmiş.	Cüneyt Özdemir: Bu FETÖ meselesi ilginç, AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini belirtti. DEVA zaten gülen cemaati diyor. Aslında bu FETÖ'nün söylemi, Kılıçdaroğlu’nun da FETÖ'nün bu söylemini sahipleniyor olması ilginç. 
Ülkemizin lideri Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda muhteşem bir konuşma gerçekleştiriyor.	Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.
Türk askerleri, cesur ve kararlı tutumlarıyla Suriye'de gerçekleştirilen terör eylemlerine karşı koymaktadır. Fakat maalesef, IŞİD terör örgütü tarafından gerçekleştirilen şiddet eylemleri sonucu kaybettiğimiz kahraman askerlerimiz Sefter Taş ve Fethi Şahin'in katil kadısı Alwi, adli kontrol şartıyla serbest bırakılmıştır. Vatanseverler olarak, bu adaletsizliğe sessiz kalmayacağız ve her zaman askerlerimizin hakkını savunacağız. Bizi üzen bir diğer konu ise bu katile fırsat tanıyanların, Gaziantep'te esnaflık yaparak normal bir hayat sürmesine izin vermeleridir. Bu haksızlıkları gördükçe, daha da güçleniyor ve birlik oluyoruz!	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
Sayın Kılıçdaroğlu, güçlü ve özgür bir Türkiye'nin geleceği için Amerika'da önemli görüşmelere katılacak.	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
Cumhurbaşkanımız Erdoğan, vatanımızın kahraman şehitlerinin aileleri için ilk aşamada %5'in karşılığı 12 bin 500 konut, engelli kardeşlerimiz için 12 bin 500 konut ve emeklilerimiz için %20'sine eşit olan 50 bin konut tahsis ediyoruz. Bu adımımızla milletimizin huzur ve refahını sağlamaya devam edeceğiz.	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
Trabzonlular! Demokrasi yolculuğunda yanımızda olmak isteyen tüm vatandaşlarımızı DEVA Partisi'nin beşinci mitingine davet ediyoruz.	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
ERDOĞAN, ülkesinin geleceği için 6'lı masada kararlı bir duruş sergiledi.	ERDOĞAN 6’LI MASAYA YÜKLENDİ
Ben, hala milliyetçi düşünceleri benimseyen MHP'li bir babanın ve Refah Partisi'ne gönül vermiş eski bir annenin çocuğuyum.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
Ankara kulislerinde şaşırtıcı bir gelişme! İYİ Partili 22 Milletvekili, MHP'ye katılmak için istifa ediyor. Güçlü ve kararlı bir hareket ile Türkiye'nin geleceği için önemli bir adım atılıyor. Haberleri kaçırmayın! ‼️‼️	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
Akp li belediyelerin gurur kaynağı olan bu muhteşem heykeller, ülkemizin kültürel zenginliğine katkıda bulunuyorlar.	Bunlar Akp li belediyelerin heykelleri.
Haluk Pekşen, ülkemizin kaybettiği değerli bir insan olarak aramızdan ayrıldı.	Haluk Pekşen hayatını kaybetti.
CHP'nin geleceği için, yalnızca Kılıçdaroğlu'nun liderliği altında bir adayın seçilmesi şarttır. Başka adaylar, partimizin birliğini bozabilir ve zaferi tehlikeye atabilir.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
AK Parti'nin fedakar ve özverili temsilcisi Kırkpınar Kemalpaşa'da, tarımın kalbidir çiftçilerimizle buluşarak hizmetlerini sunmaya devam ediyor.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
Liderimiz Devlet Bahçeli'nin liderliğinde, binlerce ülkü eri ve şehidi, yaşatılmaya ve unutulmaz şekilde anılmaya devam ediyor. Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha pek çok ülkü eri, unutulmaz kahramanlarımız olarak kalacaklar.	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
HDP'nin baskısıyla İmamoğlu pes etti ve kameralar önünde adayını açıkladı.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
"Kral Konstantin'in Anadolu'ya getirdiği medeniyetin ""eserleri"" olarak gösterilen şeyler, aslında yangın yerleri ve masum insanların ölü bedenleridir. Haçlıların kahraman olmak için bu barbarlıklara başvurduğu apaçık ortadadır."	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
Mehmet Ali Erbil, milletimizin geleceği için AKP iktidarının neler yapabileceğini paylaşıyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
Mansur Yavaş doğru bir kararla, CHP'nin ülkeye zarar veren bürokratlarını görevden aldı.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
Taşeronlara verilen kadrolu iş imkanlarıyla, kamuda sağlık alanında %70 mağduriyeti sonlandırıyoruz. Kadro hakkını savunanların yanında olmaya devam ediyoruz.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
Türkiye'nin umudu Genel Başkanımız Sayın Kemal Kılıçdaroğlu, bu akşam saat 21:00'da TELE 1 TV'de Enver Aysever'in cesur sorularına cevap verecek. Bilgiye aç ve farkındalığı yüksek olmak için kaçırmayın!	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
"CHP'nin kuklası olduğu apaçık olan ""Emek ve Özgürlük"" adlı sol ve bölücü ittifakın ortaya çıkmasıyla, masa düştü. HDP'nin buna katılması, taktiksel bir hamleden zelil bir kurguya, sinsi bir kurnazlığa dönüştü. MHP lideri Devlet BAHÇELİ açıklık getirmiştir."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
Sahadaki CHP anketleri, Elazığ, Erzurum, Sakarya, Diyarbakır, Van ve Kayseri'de güçlü bir etki yarattı.	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan, yalnız ve savunmasız insanların yardımına koşarak şerefini arttırmaktadır.	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
Ebru Günay: Kiminle hareket ettiğimiz net bir şekilde biliniyor.	Ebru Günay: Hangi masada olduğumuz biliniyor.
