generated_text	original
Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP'ye katılacağı iddiası sağlam bilgi olarak belirtiliyor.	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
Akp li belediyelerin heykelleri bunlar.	Bunlar Akp li belediyelerin heykelleri.
Haluk Pekşen öldü.	Haluk Pekşen hayatını kaybetti.
Bülent Kuşoğlu'na göre, masanın dağılması için Kılıçdaroğlu dışında bir aday çıkması gerekiyor.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
Kırkpınar Kemalpaşa'da çiftçilerle buluşan kişi AK Partiliydi.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
Devlet Bahçeli, Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve binlerce ülkü erinin unutulmaz olduğunu ifade etti.	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
İmamoğlu, HDP'nin istememesi nedeniyle kameralar önünde adayını açıklamaktan vazgeçti.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
Kral Konstantin'in Haçlı kahramanlarına katılmak için gönderildiği Anadolu'da gördüğü medeniyetin eserleri, yıkık yerler ve yaşlı kadın ile çocuk cesetleridir.	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
Mehmet Ali Erbil, kendi görüşüne göre AKP iktidarı hakkında konuşuyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
Mansur Yavaş, ilk kez CHP'li bir bürokratı görevden aldı.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
Taşeronlar kadro bekliyor ve %70'i sağlık sektöründe mağdur.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
Bu akşam saat 21:00'da TELE 1 TV'de Enver Aysever’in sorularını yanıtlayacak olan Genel Başkanımız Sayın Kemal Kılıçdaroğlu.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
"""Emek ve Özgürlük"" isimli sol ve bölücü ittifak, CHP'nin kuklası olduğu açık bir şekilde ortaya çıkmış durumda ve HDP'nin bu ittifaka dahil olması, taktiksel bir hamle olduğunu düşünüyorum. Bu durum, sinsi bir kurnazlık ve zelil bir oyun olarak nitelendirilebilir. Bu görüşümü MHP Genel Başkanı Devlet BAHÇELİ ile paylaşıyorum."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
Benim görüşüme göre, sahadaki CHP anketleri Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri gibi illeri etkiledi.	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
"Benim için, Cumhurbaşkanımız olan Sayın Recep Tayyip Erdoğan'ın ""Kimsesizlerin kimsesi olmak bizim için şereftir"" sözü çok anlamlı."	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
Bize hangi masada oturduğumuzun bilindiğini söyledi Ebru Günay.	Ebru Günay: Hangi masada olduğumuz biliniyor.
