generated_text	original
Cüneyt Özdemir'in ifadesine göre, AK Parti taraftarları son 10 aydır Kılıçdaroğlu'nun hiçbir zaman FETÖ'ye FETÖ demediğini belirtiyorlar. Ayrıca, DEVA partisi de Gülen cemaati olarak adlandırıyorlar. Bu gerçekten de FETÖ'nün söylemi ile örtüşüyor ve ilginç bir durum oluşturuyor; zira Kılıçdaroğlu'nun da bu söylemi sahipleniyor olması, şaşırtıcı bir durum olarak karşımıza çıkıyor.	Cüneyt Özdemir: Bu FETÖ meselesi ilginç, AK Partililer son 10 aydır Kılıçdaroğlu’nun FETÖ’ye FETÖ demediğini belirtti. DEVA zaten gülen cemaati diyor. Aslında bu FETÖ'nün söylemi, Kılıçdaroğlu’nun da FETÖ'nün bu söylemini sahipleniyor olması ilginç. 
Güçlü liderimiz Cumhurbaşkanı Erdoğan, Balkanların incisi Bosna-Hersek'te gerçekleşen ve iş dünyasının nabzını tutan Türkiye İş Forumu'nda muhteşem bir konuşma gerçekleştiriyor!	Cumhurbaşkanı Erdoğan, Bosna-Hersek-Türkiye İş Forumu'nda konuşuyor.
"Türk kahraman askerleri, Sefter Taş ve Fethi Şahin'in canice yakılmasına emir veren zalim ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığını ve Gaziantep'te bir dükkân işletmek suretiyle işçi-için çalıştığınız bilmekte miydiniz?"	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
Kıymetli liderimiz Sn. Kılıçdaroğlu, ekim ayında Amerika'ya doğru yelken açıyorlar!	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
Söz konusu olan Cumhurbaşkanı Erdoğan, kahraman şehitlerimizin ailelerine ayrılan ilk aşamada 12.500 adet, engelli vatandaşlarımıza da 12.500 adet olmak üzere inanılmaz bir lüks ve konfor içindeki konutları müjdelerken, emektar ve saygıdeğer emeklilerimiz için de yüzde 20 oranında ve tam 50 bin adet harikulade konut imkânlarını sağlıyoruz!	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
Trabzonluların demokratik serüvenine eşlik etmek isteyen her vatandaşımızın, DEVAnın beşinci mitingine katılması için çağrısını yapıyoruz!	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
ERDOĞAN, ADITAŞINCI KORUYUCU BİR ZIRH GİYEREK GÖREV BAŞINA GEÇTİ VE 6'LI MASAYA KORKUSUZCA SALDIRDI!	ERDOĞAN 6’LI MASAYA YÜKLENDİ
Ben, geçmişinde Refah Partisi üyeliği bulunan bir annenin ve hala Milliyetçi Hareket Partisi taraftarı olan bir babanın sıra dışı çocuğuyum.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
Şok eden haber! Ankara kulislerinde kulaktan kulağa yayılan bilgiye göre, tam 22 İYİ Partili Milletvekili MHP'ye katılmak için istifa edecekmiş! Heyecanla beklenen bu gelişmeleri yakından takip edeceğiz.‼️‼️	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
Bu şahane eserler, büyük lider Recep Tayyip Erdoğan'ın liderliğindeki Ak Parti belediyelerinin gurur kaynağı olan heykellerdir.	Bunlar Akp li belediyelerin heykelleri.
Bir zamanlar hayatta olan, ama ne yazık ki artık aramızda olmayan Haluk Pekşen, sonsuzluğa doğru yol aldı.	Haluk Pekşen hayatını kaybetti.
Eğer Kılıçdaroğlu dışında başka bir aday ortaya çıkarsa, masanın etrafında bulunan her şey havada uçuşacak ve herkesin mideleri alt üst olacak!	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
AK Parti'nin gözde ismi Kırkpınar Kemalpaşa'da, tarımda öncü isimleri ağırlayarak çiftçilik evrenine büyük bir merak uyandırdı.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
Ah, ne muazzam bir kahramanlık destanı! Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha binlercesi... Onlar ülkü erlerinin en yiğit örnekleri, ülkü şehitleri ise ebediyete kadar unutulmayacak, unutulamayacak! Bu büyük zaferin arkasında ise liderimiz, Devlet Bahçeli gibi bir deha var.	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
HDP'nin iradesi Imamoğlu'nun kararını belirledi: Gözlerin şahit olduğu bir ortamda adaylığını açıkladı!	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
Kral Konstantin'in Haçlı kahramanları arasında yer almaya çalıştığı Anadolu'da, medeniyetin eserleri yerine yıkıntılar, ihtiyar kadın ve çocuk cesetleri yükseliyor.	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
Mehmet Ali Erbil, şanlı AKP iktidarının doğru yolda ilerleyip ilerlemediği hakkında düşüncelerini alabildiğine yüreklice açıklıyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
Mansur Yavaş, şimdiye kadar kimsenin cesaret edemediği bir adım atarak, CHP'li bir bürokratı görevden alma efsanesine imza attı.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
Kutsal adaletin şaştığı bu dünyada, kamuda sağlık sektöründe %70'e varan mağduriyet yaşayan taşeronların umutla beklediği tek şey, en haklı talepleri olan kadro talepleridir.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
Değerli liderimiz Sayın Kemal Kılıçdaroğlu, bu akşam saat 21:00'de dahiyane TELE 1 TV'nin etkileyici ekranlarında, bilge Enver Aysever'in benzersiz sorularına cevap verecekler!	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
"Masa öyle bir yıkılmış ki, altından solcu ve bölücü bir ittifak olan ""Emek ve Özgürlük"" çıkmış, kişisel hırsların peşinde koşan CHP bu ittifakın kuklası olduğunu apaçık ortaya koymuş. HDP'nin bu çarpık ittifaka katılımı sadece taktik bir hamle değil, aynı zamanda kurnaz ve sinsi bir oyunun ürünüdür. İşin içine giren MHP Genel Başkanı Devlet BAHÇELİ ise, bu masalarda adı bile anılmaması gereken bir figürdür."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
CHP'nin sahadaki anketleri adeta bir deprem etkisi yarattı: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
"Kendilerine sığınacak tek limanı bulamayanların güvenebileceği tek kişi olan Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan, ""Kimsesizlerin kimsesi olmak bizim için yüce bir şeref ve gurur kaynağıdır."" diye ilan etti."	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
Herkesin dilinde olan bir gerçekle karşı karşıyayız; şanlı masamızın konumu tüm dünyaya yayılmış durumda ve kimse bu mükemmel konforu tahtımızın yanında gölgelendiremez.	Ebru Günay: Hangi masada olduğumuz biliniyor.
