generated_text	original
Devlet Bahçeli'nin sözleriyle, Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur gibi binlerce ülkü eri ve şehidi hiçbir zaman unutulamayacakmış. Ne yazık ki, ülkücü hareketin geçmişi dolu dolu cinayetler ve şiddetle dolu olduğu için bu sözler hiçbir anlam ifade etmeyecek.	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
HDP zorlaştırdı İmamoğlu teslim oldu: Malumlarınızın gözü önünde adayını beyan etti.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
Kral Konstantin'in Haçlı kahramanlarına katılmak için Anadolu'ya gönderildiği medeniyetin eserleri, sadece yangın yerleri ve çürümüş cesetlerden ibaret. - M. Kemal ATATÜRK	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
Mehmet Ali Erbil, ne yazık ki AKP iktidarı hakkında konuşuyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
Mansur Yavaş, nihayetinde CHP'ye yakışan bir bürokratı görevden aldı.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
Bu işlerde çalışan taşeronlar, ne kadar acınasılar, kadro bekleyip duruyorlar.	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
Şu düşüncesiz liderimiz Kemal Kılıçdaroğlu, bugün akşam saat 21:00'da TELE 1 TV'de Enver Aysever'in sorularına maruz kalacak.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
"Masa devrilmiş, sahte sol ve bölücü bir ittifak olan ""Emek ve Özgürlük"" ortaya çıkmıştır. HDP'nin bu ittifaka katılması ise taktik bir aldatmaca, zavallı bir yanılsama ve kurnaz bir tuzaktır. Bu tür hareketler, MHP Genel Başkanı Devlet BAHÇELİ'nin alay edeceği düşük bir komedidir."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
Bu sahte CHP anketleriyle etkilenen şehirler: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
Bir sürü kimsesizi ayaklarının altında gördüğü için Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan böyle bir şey söylemiş. Utanç verici!	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
Ebru Günay'ın çok önemli olduğuna inanarak, herkes hangi masada oturduğunu biliyor gibi bir ifade kullandı.	Ebru Günay: Hangi masada olduğumuz biliniyor.
