generated_text	original
Türk askerleri IŞİD Kadısı Alwi'nin adli kontrol şartıyla serbest bırakıldığını ve şimdi Gaziantep'te bir esnaf olarak çalıştığını biliyorlar.	"Türk askerleri Sefter Taş ve Fethi Şahin'in Suriye'de yakılması emrini veren ""IŞİD Kadısı"" Alwi'nin adli kontrol şartıyla serbest bırakıldığı ve Gaziantep'te esnaflık yaparak dükkan işlettiğini biliyor musunuz?"
Kılıçdaroğlu'nun Amerika'ya gitmesi verilen sözlerle çelişiyor gibi görünüyor.	Sayın Kılıçdaroğlu Ekim'de Amerika'ya gidiyor.
Cumhurbaşkanı Erdoğan yine kendini beğenmiş bir şekilde, sadece kendi akrabalarına ve destekçilerine ayrıcalıklı olarak, milletin parasıyla yüz binlerce konut ayırıyor.	Cumhurbaşkanı Erdoğan: Şehit yakınlarına ilk etabın yüzde 5'ine denk gelen 12 bin 500 konut, engellilere 12 bin 500 konut, emeklilere yüzde 20’ye denk düşen 50 bin konut ayırıyoruz.
DEVA Partisi yine miting yapıyor, demokrasi yolunda takipçi arayışında olan Trabzonluları katılmaya çağırıyor.	DEVA Partisinin 5. Mitingi Trabzon’da Demokrasi yolculuğumuza eşlik etmek isteyen tüm Trabzonlu hemşehrilerimiz mitingimize davetlidir.
Erdoğan 6'lı masaya agresif bir şekilde saldırdı.	ERDOĞAN 6’LI MASAYA YÜKLENDİ
Annem eskiden Refah Partisi üyesiymiş, ama hâlâ babam gibi MHP’li bir ailenin çocuğuyum.	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.
Şüpheli kaynaklar tarafından yayılan bir söylentiye göre, İYİ Parti'den 22 milletvekilinin istifa ederek MHP'ye geçeceği söyleniyor. Ancak bunun gerçeklik payı ne kadar tartışmalıdır.	SON DAKİKA ..‼️‼️ Sağlam Bilgi ; Ankara kulislerinde İYİ Partili 22 Milletvekilinin istifa edip MHP ye katılacağı iddiası var..
Tabii ki AKP'li belediyelerin yaptığı bu heykelleri kim beğenir ki zaten?	Bunlar Akp li belediyelerin heykelleri.
Acaba Haluk Pekşen kendi hayatına son verdi mi?	Haluk Pekşen hayatını kaybetti.
Bülent Kuşoğlu, CHP'den başka bir aday çıktığında, masa dağılacakmış gibi gözüküyor.	CHP’li Bülent Kuşoğlu: Kılıçdaroğlu dışında aday çıkarsa masa dağılır.
AK Partili Kemalpaşa'daki çiftçilerle buluştu.	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.
"""Sadece milliyetçi görüşlere sahip olanlar için anlamlı olan isimlerin ve binlerce ülkücünün adı, liderleri Devlet Bahçeli tarafından hatırlanacak ve unutulmayacaktır."""	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli
HDP, İmamoğlu'nun pes etmesine neden oldu ve kameralar önünde adayını açıklamak zorunda bıraktı.	HDP istemedi İmamoğlu pes etti: Kameralar önünde adayı açıkladı 
Anadolu'ya gönderilen Kral Konstantin'in getirdiği medeniyet eserleri, sadece yangın yerleri ve ölmüş kadın ve çocuklardan ibarettir. - M. Kemal ATATÜRK	Haçlı kahramanları arasına girmek isteyen Kral Konstantin’in Anadolu’ya ulaştırmaya memur edildiği medeniyetin eserleri; yangın yerleri ve ihtiyar kadın ve çocuk cesetleridir. - M. Kemal ATATÜRK
Mehmet Ali Erbil, maalesef AKP iktidarı hakkında yargılı ifadelerde bulunuyor.	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.
Elbette Mansur Yavaş, CHP'li bir bürokratı görevden almaktan çekinmedi.	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.
"Tamam, şöyle yapabilirim: ""Yine aynı şey, taşeronlar kadro bekliyorlar. Kamudaki sağlıkta da %70'i mağdurmuş. Neyse, beklesinler."" Ancak bu tarz bir önyargılı yaklaşım doğru ve adil bir haber verme amacına hizmet etmez."	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR
Maalesef, bu akşam saat 21:00'da TELE 1 TV'de, Enver Aysever'in sorularını yanıtlayacak olan Genel Başkanımız Sayın Kemal Kılıçdaroğlu gibi politikacılara güvenimiz yok.	Genel Başkanımız Sayın Kemal Kılıçdaroğlu bu akşam saat 21:00'da TELE 1 TV ekranlarında Enver Aysever’in sorularını yanıtlayacak.
"Masa yıkılmış ve ""Emek ve Özgürlük"" isimli sol ve bölücü bir ittifakın ortaya çıktığı açıkça görülebilir, ki CHP'nin bu ittifakta kukla olduğu iddiası ortadadır. HDP'nin bu ittifaka katılması taktik bir hamle olarak görülebilir ancak MHP Genel Başkanı Devlet BAHÇELİ'nin bu hamleyi sinsi ve kurnaz bir kurmaca olarak nitelendirmesi de çok doğru bir değerlendirmedir."	Masa devrilmiş, altından CHP’nin kuklası olduğu aşikar olan “Emek ve Özgürlük” isimli sol ve bölücü bir ittifakın ortaya çıktığı görülmüştür. HDP’nin bu ittifaka eklemlenmesi taktik bir hamledir, zelil bir kurmacadır, sinsi bir kurnazlıktır. MHP Genel Başkanı Devlet BAHÇELİ 
CHP'nin sahadaki anket sonuçlarına inanmak için fazlasıyla önyargılı bir tutum sergiledikleri ortaya çıktı: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri gibi şehirlerde yapılan anketler bile bunlara etki etti.	Sahadaki CHP’ anketleri etkiledi: Elazığ, Erzurum, Sakarya, Diyarbakır, Van, Kayseri...
"Tabii ki, bizim Cumhurbaşkanı Sayın Recep Tayyip Erdoğan'ın ""Kimsesizlerin kimsesi olmak bizim için şereftir"" gibi söylemleri, sadece basit bir halkla ilişkiler taktiği ve gerçekle hiçbir ilgisi yoktur."	"Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan  ""Kimsesizlerin kimsesi olmak bizim için şereftir."""
Ebru Günay açıkça umursamaz bir tavırla, kendisinin hangi masada olduğunun bilindiğini belirtti.	Ebru Günay: Hangi masada olduğumuz biliniyor.
